classifier,setting_id,settings,accuracy,w_avg_precision,w_avg_recall
Support Vector Machines,s30,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8796159527326439,0.8845575111544515,0.8796159527326439
Logistic Regression,s30,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8896602658788775,0.8963459881216723,0.8896602658788775
Naive Bayes,s31,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8737075332348596,0.8818297561650967,0.8737075332348596
Support Vector Machines,s31,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8778434268833086,0.8841786135572238,0.8778434268833086
Logistic Regression,s31,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8942392909896603,0.9010920204974336,0.8942392909896603
Naive Bayes,s32,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8932053175775481,0.897644887940678,0.8932053175775481
Support Vector Machines,s32,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8872968980797638,0.8932317155326416,0.8872968980797638
Logistic Regression,s32,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9097488921713441,0.913472923447878,0.9097488921713441
Naive Bayes,s33,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8943870014771049,0.8992935970653825,0.8943870014771049
Support Vector Machines,s33,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8865583456425407,0.8924385589108101,0.8865583456425407
Logistic Regression,s33,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9106351550960117,0.9145880359498101,0.9106351550960117
Naive Bayes,s34,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8686853766617431,0.8745672696362904,0.8686853766617431
Support Vector Machines,s34,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8714918759231904,0.8795558613462727,0.8714918759231904
Logistic Regression,s34,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8936484490398818,0.899470741947634,0.8936484490398818
Naive Bayes,s35,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8642540620384048,0.8694403136140407,0.8642540620384048
Support Vector Machines,s35,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8695716395864107,0.8761796087342331,0.8695716395864107
Logistic Regression,s35,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8827178729689807,0.8880020345838993,0.8827178729689807
Naive Bayes,s36,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9045790251107828,0.9105679147757877,0.9045790251107828
